0.004230	0.016554	0.065184	0.260491	0.407231	1.620359	6.486936	26.126989	40.594173
0.002354	0.008760	0.033641	0.133000	0.208164	0.819716	3.316616	13.324501	20.665225
0.001740	0.006214	0.023447	0.091948	0.143736	0.570952	2.286514	9.166457	14.301193
0.001429	0.004802	0.017863	0.078142	0.107634	0.428519	1.711432	6.842624	10.677960
0.001505	0.005208	0.018982	0.068879	0.108816	0.418296	1.640255	6.483550	10.055950
0.001225	0.003981	0.014763	0.057955	0.089462	0.350766	1.403223	5.613588	8.805008
0.001894	0.005727	0.020109	0.070846	0.103498	0.393723	1.507224	5.909274	9.038586
0.002228	0.005284	0.019054	0.066012	0.105219	0.375390	1.480378	5.671855	8.976567
0.002093	0.005555	0.016466	0.065119	0.096959	0.374815	1.508556	5.689269	8.871013
0.002106	0.005147	0.016216	0.061417	0.093870	0.363663	1.498950	5.652734	8.867942
0.002568	0.005592	0.016396	0.062830	0.093098	0.360534	1.491181	5.657460	8.789690
